claim_id,policy_id,line_of_business,industry_segment,state,loss_date,report_date,report_lag_days,cause_of_loss,claim_status,paid_loss,case_reserve,alae,incurred_loss,incurred_loss_alae
CLM-001221,POL-008292,General Liability,Restaurants & Food Service,CA,2024-04-08,2024-11-08,214,Products Liability,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001222,POL-008295,BOP,Professional Services,CA,2024-05-20,2024-06-12,23,Business Interruption,Open,4971.77,14789.62,3771.22,19761.39,23532.61
CLM-001223,POL-008297,BOP,Professional Services,CA,2026-02-06,2026-02-19,13,Theft/Burglary,Open,138.17,157.75,53.66,295.92,349.58
CLM-001224,POL-008299,General Liability,Light Manufacturing,WA,2026-04-05,2026-04-20,15,Products Liability,Closed,2961.01,0.0,523.33,2961.01,3484.34
CLM-001225,POL-008300,BOP,Retail,FL,2025-10-13,2025-10-15,2,Theft/Burglary,Open,278.44,3643.11,811.32,3921.55,4732.87
CLM-001226,POL-008305,BOP,Restaurants & Food Service,TX,2025-02-02,2025-02-23,21,Fire,Closed,8406.78,0.0,699.33,8406.78,9106.11
CLM-001227,POL-008305,BOP,Restaurants & Food Service,TX,2025-07-01,2025-07-19,18,Slip & Fall,Closed,8407.38,0.0,915.76,8407.38,9323.14
CLM-001228,POL-008306,BOP,Restaurants & Food Service,TX,2026-01-10,2026-02-28,49,Water Damage,Closed,1547.6,0.0,89.87,1547.6,1637.47
CLM-001229,POL-008308,BOP,Light Manufacturing,NY,2025-11-12,2025-11-23,11,Fire,Open,1040.0,3875.5,279.23,4915.5,5194.73
CLM-001230,POL-008309,BOP,Light Manufacturing,NY,2026-04-09,2026-05-17,38,Fire,Open,13212.81,23327.65,7049.8,36540.46,43590.26
CLM-001231,POL-008315,BOP,Real Estate,IL,2025-08-06,2025-08-27,21,Wind/Hail,Closed,3370.79,0.0,244.46,3370.79,3615.25
CLM-001232,POL-008338,Professional Liability,Professional Services,IL,2023-05-07,2024-04-19,348,Regulatory Proceeding,Closed,37975.54,0.0,7753.6,37975.54,45729.14
CLM-001233,POL-008341,BOP,Retail,IL,2025-03-26,2025-04-12,17,Slip & Fall,Closed,22976.1,0.0,4916.87,22976.1,27892.97
CLM-001234,POL-008348,General Liability,Contractors,IL,2026-04-17,2026-05-24,37,Personal & Advertising Injury,Open,2431.83,2313.87,796.03,4745.7,5541.73
CLM-001235,POL-008367,Professional Liability,Professional Services,TX,2025-08-14,2025-12-02,110,Misrepresentation,Open,64731.56,75216.72,7186.69,139948.28,147134.97
CLM-001236,POL-008376,BOP,Light Manufacturing,TX,2026-03-17,2026-03-21,4,Wind/Hail,Closed,21401.83,0.0,1586.61,21401.83,22988.44
CLM-001237,POL-008381,BOP,Retail,GA,2024-10-31,2024-10-31,0,Fire,Closed,7759.88,0.0,1406.41,7759.88,9166.29
CLM-001238,POL-008396,BOP,Healthcare Services,WA,2025-04-12,2025-05-02,20,Wind/Hail,Closed,16998.42,0.0,2833.74,16998.42,19832.16
CLM-001239,POL-008396,BOP,Healthcare Services,WA,2024-06-25,2024-07-17,22,Fire,Open,4909.54,5990.83,1969.96,10900.37,12870.33
CLM-001240,POL-008396,BOP,Healthcare Services,WA,2025-04-06,2025-06-09,64,Slip & Fall,Open,7033.28,9233.35,2246.37,16266.63,18513.0
CLM-001241,POL-008398,BOP,Restaurants & Food Service,IL,2025-05-23,2025-05-26,3,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001242,POL-008408,General Liability,Retail,FL,2026-01-30,2026-03-14,43,Property Damage - 3rd Party,Open,4005.54,7619.1,1651.46,11624.64,13276.1
CLM-001243,POL-008408,General Liability,Retail,FL,2026-01-29,2026-06-04,126,Products Liability,Open,4716.53,4901.9,602.91,9618.43,10221.34
CLM-001244,POL-008412,BOP,Contractors,TX,2025-02-09,2025-05-11,91,Wind/Hail,Closed,4657.27,0.0,771.47,4657.27,5428.74
CLM-001245,POL-008412,BOP,Contractors,TX,2024-10-28,2024-12-12,45,Wind/Hail,Closed,47671.94,0.0,3927.47,47671.94,51599.41
CLM-001246,POL-008415,General Liability,Retail,IL,2025-05-28,2025-06-22,25,Property Damage - 3rd Party,Closed,11556.29,0.0,2531.92,11556.29,14088.21
CLM-001247,POL-008420,General Liability,Contractors,WA,2025-07-31,2025-09-26,57,Personal & Advertising Injury,Open,9920.28,31826.04,7038.72,41746.32,48785.04
CLM-001248,POL-008421,General Liability,Contractors,WA,2025-09-08,2026-02-02,147,Personal & Advertising Injury,Open,14850.25,17353.73,1809.4,32203.98,34013.38
CLM-001249,POL-008432,Professional Liability,Healthcare Services,TX,2025-10-27,2026-03-06,130,Regulatory Proceeding,Closed,8822.04,0.0,1370.23,8822.04,10192.27
CLM-001250,POL-008434,General Liability,Healthcare Services,TX,2024-06-06,2025-02-17,256,Property Damage - 3rd Party,Closed,24296.52,0.0,3641.26,24296.52,27937.78
CLM-001251,POL-008439,BOP,Restaurants & Food Service,TX,2026-03-28,2026-04-03,6,Theft/Burglary,Open,6618.92,7559.27,2233.93,14178.19,16412.12
CLM-001252,POL-008442,Professional Liability,Professional Services,CA,2025-04-19,2025-10-30,194,Breach of Duty,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001253,POL-008458,General Liability,Real Estate,IL,2025-06-16,2025-09-04,80,Completed Operations,Closed,141956.51,0.0,10254.35,141956.51,152210.86
CLM-001254,POL-008462,General Liability,Contractors,WA,2024-08-15,2024-08-15,0,Completed Operations,Closed,14867.27,0.0,1159.83,14867.27,16027.1
CLM-001255,POL-008464,General Liability,Contractors,WA,2026-04-27,2026-05-28,31,Slip & Fall,Open,7178.29,45150.77,3530.21,52329.06,55859.27
CLM-001256,POL-008480,BOP,Contractors,FL,2025-11-15,2025-11-16,1,Theft/Burglary,Open,880.39,6157.02,866.88,7037.41,7904.29
CLM-001257,POL-008481,BOP,Contractors,FL,2026-03-26,2026-04-19,24,Wind/Hail,Closed,1275.35,0.0,111.73,1275.35,1387.08
CLM-001258,POL-008486,Professional Liability,Healthcare Services,NC,2025-09-15,2025-11-23,69,Failure to Deliver,Closed,56564.45,0.0,11922.58,56564.45,68487.03
CLM-001259,POL-008488,Professional Liability,Healthcare Services,FL,2025-06-11,2026-02-28,262,Failure to Deliver,Closed,195993.03,0.0,35288.1,195993.03,231281.13
CLM-001260,POL-008493,General Liability,Contractors,GA,2025-05-09,2025-06-08,30,Products Liability,Open,35336.3,226515.6,19884.66,261851.9,281736.56
CLM-001261,POL-008501,General Liability,Light Manufacturing,NC,2023-08-08,2023-12-11,125,Personal & Advertising Injury,Closed,155782.21,0.0,23662.74,155782.21,179444.95
CLM-001262,POL-008502,General Liability,Light Manufacturing,NC,2024-11-14,2025-01-03,50,Slip & Fall,Closed,50050.72,0.0,4588.82,50050.72,54639.54
CLM-001263,POL-008503,General Liability,Light Manufacturing,NC,2025-11-05,2026-04-04,150,Slip & Fall,Closed,48851.91,0.0,9568.62,48851.91,58420.53
CLM-001264,POL-008511,Professional Liability,Technology,WA,2025-12-28,2026-01-06,9,Breach of Duty,Closed,30106.51,0.0,2268.77,30106.51,32375.28
CLM-001265,POL-008513,BOP,Restaurants & Food Service,NY,2024-08-03,2024-08-20,17,Wind/Hail,Closed,5628.01,0.0,503.24,5628.01,6131.25
CLM-001266,POL-008530,BOP,Technology,TX,2024-07-08,2024-08-15,38,Theft/Burglary,Closed,8411.4,0.0,1752.72,8411.4,10164.12
CLM-001267,POL-008530,BOP,Technology,TX,2024-08-11,2024-08-24,13,Water Damage,Open,2177.62,3109.03,875.61,5286.65,6162.26
CLM-001268,POL-008535,General Liability,Professional Services,FL,2024-08-18,2025-01-02,137,Products Liability,Open,2066.89,6419.41,1199.63,8486.3,9685.93
CLM-001269,POL-008542,BOP,Restaurants & Food Service,GA,2024-10-25,2024-11-26,32,Water Damage,Closed,29639.06,0.0,3496.15,29639.06,33135.21
CLM-001270,POL-008559,BOP,Restaurants & Food Service,IL,2025-09-21,2025-09-27,6,Water Damage,Closed,2090.28,0.0,165.19,2090.28,2255.47
CLM-001271,POL-008561,BOP,Retail,IL,2025-06-21,2025-08-13,53,Slip & Fall,Closed,4126.42,0.0,906.68,4126.42,5033.1
CLM-001272,POL-008571,General Liability,Healthcare Services,NY,2024-06-24,2024-08-30,67,Slip & Fall,Closed,13581.41,0.0,1773.55,13581.41,15354.96
CLM-001273,POL-008575,General Liability,Light Manufacturing,NC,2025-03-16,2025-03-17,1,Personal & Advertising Injury,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001274,POL-008586,BOP,Light Manufacturing,AZ,2025-01-20,2025-01-30,10,Fire,Closed,6381.43,0.0,950.48,6381.43,7331.91
CLM-001275,POL-008587,BOP,Light Manufacturing,AZ,2025-12-13,2025-12-29,16,Theft/Burglary,Open,5702.11,11817.86,1946.43,17519.97,19466.4
CLM-001276,POL-008591,BOP,Light Manufacturing,FL,2024-07-18,2024-10-03,77,Business Interruption,Closed,20146.96,0.0,1084.36,20146.96,21231.32
CLM-001277,POL-008596,General Liability,Contractors,OH,2026-03-27,2026-05-22,56,Products Liability,Open,1845.46,18074.35,3420.1,19919.81,23339.91
CLM-001278,POL-008609,General Liability,Contractors,AZ,2023-11-18,2024-01-21,64,Completed Operations,Closed,79621.46,0.0,16668.56,79621.46,96290.02
CLM-001279,POL-008610,General Liability,Contractors,AZ,2025-05-31,2025-07-02,32,Slip & Fall,Closed,77153.51,0.0,12672.57,77153.51,89826.08
CLM-001280,POL-008611,General Liability,Contractors,AZ,2025-12-17,2026-05-26,160,Property Damage - 3rd Party,Open,14513.22,16609.47,1832.6,31122.69,32955.29
CLM-001281,POL-008622,Professional Liability,Professional Services,CA,2025-10-16,2026-05-10,206,Failure to Deliver,Open,156572.19,199365.14,36940.66,355937.33,392877.99
CLM-001282,POL-008622,Professional Liability,Professional Services,CA,2025-10-26,2026-04-23,179,Misrepresentation,Open,3369.96,13305.73,2933.2,16675.69,19608.89
CLM-001283,POL-008655,BOP,Retail,FL,2024-08-09,2024-10-04,56,Slip & Fall,Closed,7045.01,0.0,636.6,7045.01,7681.61
CLM-001284,POL-008681,Professional Liability,Healthcare Services,TX,2024-01-12,2024-04-11,90,Failure to Deliver,Open,2589.72,12238.06,1296.94,14827.78,16124.72
CLM-001285,POL-008685,BOP,Professional Services,NY,2026-02-23,2026-03-28,33,Theft/Burglary,Closed,2745.23,0.0,211.27,2745.23,2956.5
CLM-001286,POL-008686,General Liability,Light Manufacturing,IL,2025-01-03,2025-02-09,37,Products Liability,Closed,57290.88,0.0,8728.27,57290.88,66019.15
CLM-001287,POL-008686,General Liability,Light Manufacturing,IL,2025-06-16,2025-10-02,108,Personal & Advertising Injury,Open,3243.26,3185.03,1081.96,6428.29,7510.25
CLM-001288,POL-008689,BOP,Restaurants & Food Service,IL,2025-06-29,2025-09-10,73,Business Interruption,Closed,3627.44,0.0,579.14,3627.44,4206.58
CLM-001289,POL-008699,General Liability,Real Estate,TX,2023-11-26,2024-02-20,86,Personal & Advertising Injury,Closed,8057.18,0.0,853.88,8057.18,8911.06
CLM-001290,POL-008703,General Liability,Contractors,CA,2024-11-07,2025-01-16,70,Slip & Fall,Closed,51308.31,0.0,4157.52,51308.31,55465.83
CLM-001291,POL-008704,General Liability,Contractors,CA,2026-03-21,2026-04-23,33,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001292,POL-008704,General Liability,Contractors,CA,2026-06-23,2026-06-27,4,Products Liability,Open,956.46,10142.32,1690.46,11098.78,12789.24
CLM-001293,POL-008704,General Liability,Contractors,CA,2025-12-05,2026-01-27,53,Personal & Advertising Injury,Closed,866240.72,0.0,136481.27,866240.72,1002721.99
CLM-001294,POL-008707,BOP,Light Manufacturing,GA,2025-04-24,2025-07-12,79,Business Interruption,Open,3501.93,8517.43,2165.63,12019.36,14184.99
CLM-001295,POL-008716,General Liability,Contractors,IL,2025-05-08,2025-09-08,123,Slip & Fall,Closed,167009.47,0.0,33474.31,167009.47,200483.78
CLM-001296,POL-008723,General Liability,Contractors,TX,2024-04-28,2024-10-20,175,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001297,POL-008724,General Liability,Contractors,TX,2025-09-02,2026-04-09,219,Completed Operations,Open,18072.13,21018.03,4657.41,39090.16,43747.57
CLM-001298,POL-008725,BOP,Restaurants & Food Service,IL,2026-01-18,2026-01-25,7,Water Damage,Closed,18523.0,0.0,1450.69,18523.0,19973.69
CLM-001299,POL-008726,BOP,Light Manufacturing,NY,2024-07-15,2024-08-26,42,Business Interruption,Closed,14332.52,0.0,1562.04,14332.52,15894.56
CLM-001300,POL-008729,General Liability,Real Estate,FL,2025-06-11,2025-07-28,47,Slip & Fall,Open,1784.24,11055.7,1608.74,12839.94,14448.68
CLM-001301,POL-008732,General Liability,Retail,IL,2025-12-14,2026-03-04,80,Slip & Fall,Open,5148.06,19686.58,2367.85,24834.64,27202.49
CLM-001302,POL-008737,General Liability,Contractors,TX,2026-03-14,2026-03-19,5,Completed Operations,Open,3363.68,12304.59,696.43,15668.27,16364.7
CLM-001303,POL-008738,General Liability,Light Manufacturing,WA,2025-06-22,2025-07-07,15,Products Liability,Closed,2965.44,0.0,221.96,2965.44,3187.4
CLM-001304,POL-008742,BOP,Real Estate,FL,2026-05-21,2026-05-21,0,Theft/Burglary,Open,930.8,7311.4,986.28,8242.2,9228.48
CLM-001305,POL-008748,Professional Liability,Technology,IL,2024-09-08,2024-12-30,113,Negligent Act,Open,16020.14,34268.55,10341.37,50288.69,60630.06
CLM-001306,POL-008752,General Liability,Contractors,FL,2026-02-11,2026-03-15,32,Property Damage - 3rd Party,Open,6559.89,61003.42,9036.74,67563.31,76600.05
CLM-001307,POL-008759,General Liability,Contractors,AZ,2025-08-17,2025-12-06,111,Personal & Advertising Injury,Open,5078.65,7100.43,1461.35,12179.08,13640.43
CLM-001308,POL-008770,BOP,Real Estate,IL,2023-07-19,2023-09-12,55,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001309,POL-008783,BOP,Restaurants & Food Service,GA,2025-12-02,2025-12-17,15,Slip & Fall,Open,2637.63,3342.49,899.94,5980.12,6880.06
CLM-001310,POL-008798,General Liability,Light Manufacturing,OH,2023-11-22,2024-02-03,73,Slip & Fall,Closed,7775.87,0.0,423.59,7775.87,8199.46
CLM-001311,POL-008801,General Liability,Contractors,FL,2023-11-23,2025-02-26,461,Property Damage - 3rd Party,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001312,POL-008801,General Liability,Contractors,FL,2024-03-22,2024-09-01,163,Completed Operations,Open,11012.81,23686.03,7250.63,34698.84,41949.47
CLM-001313,POL-008802,General Liability,Contractors,FL,2025-04-06,2025-09-06,153,Personal & Advertising Injury,Closed,95740.24,0.0,6130.94,95740.24,101871.18
CLM-001314,POL-008806,BOP,Contractors,NY,2024-07-31,2024-09-04,35,Water Damage,Closed,40945.12,0.0,3337.58,40945.12,44282.7
CLM-001315,POL-008806,BOP,Contractors,NY,2024-02-28,2024-03-02,3,Wind/Hail,Closed,3317.69,0.0,416.76,3317.69,3734.45
CLM-001316,POL-008813,BOP,Light Manufacturing,IL,2025-03-12,2025-03-12,0,Slip & Fall,Open,1421.82,1296.43,161.1,2718.25,2879.35
CLM-001317,POL-008834,General Liability,Contractors,IL,2025-10-12,2025-11-01,20,Products Liability,Closed,51205.86,0.0,3192.01,51205.86,54397.87
CLM-001318,POL-008836,BOP,Restaurants & Food Service,CA,2025-01-28,2025-02-05,8,Fire,Open,2459.52,18553.79,945.96,21013.31,21959.27
CLM-001319,POL-008858,BOP,Restaurants & Food Service,NC,2026-03-24,2026-04-01,8,Wind/Hail,Open,2014.11,3584.1,718.38,5598.21,6316.59
CLM-001320,POL-008858,BOP,Restaurants & Food Service,NC,2025-07-16,2025-08-05,20,Wind/Hail,Closed,6755.81,0.0,1041.43,6755.81,7797.24
CLM-001321,POL-008866,General Liability,Contractors,FL,2025-10-14,2025-11-03,20,Products Liability,Open,8584.81,10415.34,2444.53,19000.15,21444.68
CLM-001322,POL-008868,General Liability,Light Manufacturing,FL,2026-02-10,2026-03-11,29,Property Damage - 3rd Party,Open,6956.84,36949.75,1838.99,43906.59,45745.58
CLM-001323,POL-008895,General Liability,Contractors,CA,2025-07-11,2025-08-30,50,Personal & Advertising Injury,Closed,220763.66,0.0,17340.06,220763.66,238103.72
CLM-001324,POL-008896,General Liability,Real Estate,CA,2023-06-28,2023-08-16,49,Completed Operations,Closed,2840.78,0.0,447.09,2840.78,3287.87
CLM-001325,POL-008900,General Liability,Contractors,OH,2023-06-30,2024-02-22,237,Personal & Advertising Injury,Closed,18353.14,0.0,931.67,18353.14,19284.81
CLM-001326,POL-008904,BOP,Real Estate,OH,2024-09-25,2024-10-25,30,Theft/Burglary,Open,2559.28,4745.7,725.12,7304.98,8030.1
CLM-001327,POL-008917,BOP,Light Manufacturing,FL,2025-08-06,2025-08-08,2,Business Interruption,Open,4284.28,4513.42,856.64,8797.7,9654.34
CLM-001328,POL-008918,General Liability,Light Manufacturing,OH,2025-07-06,2025-10-07,93,Personal & Advertising Injury,Closed,41181.92,0.0,7527.08,41181.92,48709.0
CLM-001329,POL-008935,BOP,Retail,GA,2026-03-22,2026-05-04,43,Water Damage,Closed,9899.08,0.0,1590.96,9899.08,11490.04
CLM-001330,POL-008938,General Liability,Contractors,IL,2025-12-20,2025-12-22,2,Personal & Advertising Injury,Closed,8453.42,0.0,442.72,8453.42,8896.14
CLM-001331,POL-008942,Professional Liability,Healthcare Services,CA,2024-12-17,2025-01-08,22,Misrepresentation,Closed,17028.93,0.0,1013.35,17028.93,18042.28
CLM-001332,POL-008942,Professional Liability,Healthcare Services,CA,2025-03-18,2025-03-23,5,Breach of Duty,Open,5921.5,21095.62,1681.42,27017.12,28698.54
CLM-001333,POL-008947,General Liability,Restaurants & Food Service,NY,2026-04-25,2026-06-25,61,Completed Operations,Open,10906.39,14088.47,3972.13,24994.86,28966.99
CLM-001334,POL-008951,Professional Liability,Healthcare Services,CA,2024-03-07,2025-07-10,490,Negligent Act,Open,26094.08,26724.82,9539.06,52818.9,62357.96
CLM-001335,POL-008964,General Liability,Real Estate,FL,2025-03-21,2025-05-14,54,Products Liability,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001336,POL-008966,BOP,Professional Services,OH,2024-09-16,2024-10-28,42,Water Damage,Open,6464.6,6769.46,2478.31,13234.06,15712.37
CLM-001337,POL-008973,General Liability,Contractors,IL,2025-12-22,2026-02-08,48,Slip & Fall,Open,25535.84,105318.41,20524.03,130854.25,151378.28
CLM-001338,POL-008992,BOP,Contractors,AZ,2023-09-24,2023-10-18,24,Water Damage,Open,1891.16,4782.01,807.2,6673.17,7480.37
CLM-001339,POL-009001,BOP,Restaurants & Food Service,GA,2025-01-15,2025-03-18,62,Wind/Hail,Closed,34029.13,0.0,1405.23,34029.13,35434.36
CLM-001340,POL-009002,BOP,Restaurants & Food Service,GA,2025-03-08,2025-03-13,5,Wind/Hail,Closed,23810.02,0.0,3877.0,23810.02,27687.02
CLM-001341,POL-009004,General Liability,Contractors,NY,2025-01-04,2025-02-26,53,Property Damage - 3rd Party,Open,5219.24,8988.36,1727.83,14207.6,15935.43
CLM-001342,POL-009018,General Liability,Real Estate,CA,2025-01-11,2025-05-17,126,Products Liability,Closed,2716.06,0.0,505.4,2716.06,3221.46
CLM-001343,POL-009025,General Liability,Contractors,TX,2023-06-24,2023-07-31,37,Personal & Advertising Injury,Closed,155689.74,0.0,12323.36,155689.74,168013.1
CLM-001344,POL-009030,General Liability,Restaurants & Food Service,TX,2025-10-29,2025-11-02,4,Personal & Advertising Injury,Closed,41496.25,0.0,3527.41,41496.25,45023.66
CLM-001345,POL-009054,General Liability,Contractors,FL,2024-02-10,2024-02-10,0,Personal & Advertising Injury,Closed,64607.55,0.0,8345.07,64607.55,72952.62
CLM-001346,POL-009054,General Liability,Contractors,FL,2024-08-29,2024-09-23,25,Slip & Fall,Closed,6058.08,0.0,1327.83,6058.08,7385.91
CLM-001347,POL-009055,General Liability,Contractors,FL,2025-01-14,2025-03-04,49,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001348,POL-009057,BOP,Real Estate,GA,2024-11-29,2025-02-15,78,Wind/Hail,Closed,2964.66,0.0,361.06,2964.66,3325.72
CLM-001349,POL-009062,BOP,Restaurants & Food Service,IL,2023-08-23,2023-10-02,40,Slip & Fall,Closed,6372.24,0.0,1356.08,6372.24,7728.32
CLM-001350,POL-009063,General Liability,Contractors,IL,2023-09-30,2024-01-03,95,Completed Operations,Open,32050.89,41694.02,15164.83,73744.91,88909.74
CLM-001351,POL-009077,Professional Liability,Healthcare Services,AZ,2024-06-09,2025-02-22,258,Failure to Deliver,Closed,653304.24,0.0,134575.83,653304.24,787880.07
CLM-001352,POL-009088,BOP,Restaurants & Food Service,FL,2025-04-28,2025-05-18,20,Theft/Burglary,Open,1189.91,10055.96,2023.82,11245.87,13269.69
CLM-001353,POL-009095,BOP,Contractors,WA,2025-07-29,2025-08-05,7,Fire,Open,928.65,1429.69,151.11,2358.34,2509.45
CLM-001354,POL-009104,General Liability,Light Manufacturing,GA,2025-07-09,2026-06-12,338,Slip & Fall,Open,7818.14,108399.48,10713.09,116217.62,126930.71
CLM-001355,POL-009130,General Liability,Contractors,TX,2026-03-18,2026-04-20,33,Completed Operations,Open,38475.59,94609.51,28074.11,133085.1,161159.21
CLM-001356,POL-009145,BOP,Professional Services,IL,2026-06-05,2026-06-23,18,Slip & Fall,Closed,4611.52,0.0,719.07,4611.52,5330.59
CLM-001357,POL-009147,General Liability,Contractors,NY,2024-10-17,2025-04-04,169,Completed Operations,Closed,27956.7,0.0,4301.86,27956.7,32258.56
CLM-001358,POL-009149,BOP,Restaurants & Food Service,TX,2024-03-09,2024-06-27,110,Slip & Fall,Closed,52902.79,0.0,7016.35,52902.79,59919.14
CLM-001359,POL-009150,BOP,Restaurants & Food Service,TX,2025-07-18,2025-07-25,7,Theft/Burglary,Closed,21140.08,0.0,2758.86,21140.08,23898.94
CLM-001360,POL-009189,Professional Liability,Healthcare Services,FL,2023-11-17,2024-02-18,93,Regulatory Proceeding,Closed,59051.01,0.0,9495.42,59051.01,68546.43
CLM-001361,POL-009194,General Liability,Contractors,CA,2024-11-21,2025-06-15,206,Personal & Advertising Injury,Closed,361555.61,0.0,18626.85,361555.61,380182.46
CLM-001362,POL-009200,General Liability,Retail,NY,2025-04-22,2026-02-02,286,Products Liability,Open,433.55,4031.72,388.53,4465.27,4853.8
CLM-001363,POL-009202,BOP,Retail,TX,2023-06-17,2023-08-20,64,Slip & Fall,Closed,3401.86,0.0,670.19,3401.86,4072.05
CLM-001364,POL-009207,BOP,Restaurants & Food Service,FL,2026-01-12,2026-01-15,3,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001365,POL-009209,General Liability,Contractors,CA,2024-12-28,2025-02-11,45,Completed Operations,Open,16880.75,24743.19,7104.1,41623.94,48728.04
CLM-001366,POL-009216,BOP,Retail,OH,2024-11-09,2024-11-22,13,Fire,Closed,18363.69,0.0,3715.91,18363.69,22079.6
CLM-001367,POL-009217,BOP,Retail,OH,2025-11-06,2025-12-02,26,Fire,Open,1532.68,1726.34,514.21,3259.02,3773.23
CLM-001368,POL-009248,BOP,Real Estate,NC,2023-02-14,2023-02-16,2,Business Interruption,Closed,1503.74,0.0,108.27,1503.74,1612.01
CLM-001369,POL-009248,BOP,Real Estate,NC,2023-04-14,2023-06-05,52,Theft/Burglary,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001370,POL-009260,BOP,Professional Services,OH,2023-06-09,2023-06-27,18,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001371,POL-009261,BOP,Professional Services,OH,2024-04-10,2024-04-18,8,Theft/Burglary,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001372,POL-009264,BOP,Retail,AZ,2026-02-09,2026-02-19,10,Business Interruption,Open,221.01,1964.18,105.84,2185.19,2291.03
CLM-001373,POL-009268,General Liability,Contractors,NY,2023-07-17,2023-08-03,17,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001374,POL-009279,BOP,Restaurants & Food Service,IL,2026-03-23,2026-04-11,19,Business Interruption,Closed,5867.23,0.0,560.19,5867.23,6427.42
CLM-001375,POL-009280,General Liability,Contractors,FL,2023-07-29,2023-09-14,47,Property Damage - 3rd Party,Closed,89036.53,0.0,8276.06,89036.53,97312.59
CLM-001376,POL-009282,General Liability,Light Manufacturing,NY,2026-02-13,2026-02-19,6,Slip & Fall,Open,9964.59,30337.93,2322.92,40302.52,42625.44
CLM-001377,POL-009289,General Liability,Light Manufacturing,TX,2024-08-23,2024-11-04,73,Slip & Fall,Closed,11312.68,0.0,557.68,11312.68,11870.36
CLM-001378,POL-009292,BOP,Light Manufacturing,TX,2026-06-04,2026-06-18,14,Business Interruption,Open,3670.36,6930.98,1180.92,10601.34,11782.26
CLM-001379,POL-009292,BOP,Light Manufacturing,TX,2025-10-25,2025-12-05,41,Water Damage,Closed,2426.86,0.0,446.24,2426.86,2873.1
CLM-001380,POL-009300,BOP,Retail,CA,2026-04-18,2026-05-30,42,Fire,Open,9912.58,43619.47,9966.93,53532.05,63498.98
CLM-001381,POL-009303,Professional Liability,Healthcare Services,IL,2025-12-19,2026-04-11,113,Misrepresentation,Open,2266.57,7155.55,720.62,9422.12,10142.74
CLM-001382,POL-009314,General Liability,Healthcare Services,IL,2025-07-01,2025-07-15,14,Products Liability,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001383,POL-009315,General Liability,Healthcare Services,IL,2026-03-25,2026-04-09,15,Completed Operations,Open,6458.81,8655.23,1863.89,15114.04,16977.93
CLM-001384,POL-009335,General Liability,Restaurants & Food Service,TX,2024-07-28,2024-08-04,7,Slip & Fall,Closed,3742.99,0.0,156.8,3742.99,3899.79
CLM-001385,POL-009352,General Liability,Retail,CA,2026-03-18,2026-03-21,3,Products Liability,Open,1086.51,987.4,207.04,2073.91,2280.95
CLM-001386,POL-009363,BOP,Contractors,NC,2025-09-09,2025-09-28,19,Water Damage,Open,1791.92,6087.23,536.13,7879.15,8415.28
CLM-001387,POL-009382,General Liability,Real Estate,CA,2025-11-21,2025-12-14,23,Slip & Fall,Open,2322.21,8365.49,1370.73,10687.7,12058.43
CLM-001388,POL-009388,BOP,Healthcare Services,IL,2023-04-19,2023-05-07,18,Slip & Fall,Closed,12432.53,0.0,1140.36,12432.53,13572.89
CLM-001389,POL-009403,BOP,Real Estate,GA,2026-01-13,2026-02-10,28,Fire,Closed,56785.36,0.0,4895.22,56785.36,61680.58
CLM-001390,POL-009406,BOP,Retail,CA,2025-02-16,2025-02-16,0,Fire,Open,1971.61,1886.03,781.53,3857.64,4639.17
CLM-001391,POL-009407,Professional Liability,Light Manufacturing,IL,2025-01-04,2025-10-31,300,Regulatory Proceeding,Open,40289.8,263957.68,38553.3,304247.48,342800.78
CLM-001392,POL-009417,BOP,Contractors,NY,2024-07-29,2024-09-06,39,Theft/Burglary,Closed,87821.72,0.0,15247.4,87821.72,103069.12
CLM-001393,POL-009424,BOP,Real Estate,GA,2024-05-09,2024-06-24,46,Theft/Burglary,Closed,5597.21,0.0,587.51,5597.21,6184.72
CLM-001394,POL-009425,BOP,Real Estate,GA,2025-10-04,2025-11-09,36,Wind/Hail,Closed,11152.7,0.0,1425.16,11152.7,12577.86
CLM-001395,POL-009428,BOP,Restaurants & Food Service,NC,2024-11-13,2025-01-02,50,Fire,Open,1350.22,8538.96,1308.77,9889.18,11197.95
