policy_id,account_id,line_of_business,industry_segment,state,producer_code,hazard_grade,term_number,new_or_renewal,effective_date,expiration_date,written_premium,rate_change_pct,earned_fraction,earned_premium,unearned_premium,earned_exposure
POL-007991,ACCT-03688,Professional Liability,Healthcare Services,IL,AGY-003,1,2,Renewal,2025-10-23,2026-10-23,7709.83,0.0779,0.6849,5280.71,2429.12,0.6849
POL-007992,ACCT-03689,BOP,Retail,TX,AGY-046,1,1,New,2023-10-14,2024-10-14,3281.1,0.0,1.0,3281.1,0.0,1.0
POL-007993,ACCT-03690,BOP,Contractors,FL,AGY-043,3,1,New,2024-10-02,2025-10-02,25680.35,0.0,1.0,25680.35,0.0,1.0
POL-007994,ACCT-03691,BOP,Light Manufacturing,WA,AGY-047,2,1,New,2023-02-08,2024-02-08,2803.04,0.0,1.0,2803.04,0.0,1.0
POL-007995,ACCT-03691,BOP,Light Manufacturing,WA,AGY-047,2,2,Renewal,2024-02-08,2025-02-08,2938.64,0.0484,1.0,2938.64,0.0,1.0
POL-007996,ACCT-03691,BOP,Light Manufacturing,WA,AGY-047,2,3,Renewal,2025-02-08,2026-02-08,2962.82,0.0082,1.0,2962.82,0.0,1.0
POL-007997,ACCT-03692,Professional Liability,Real Estate,FL,AGY-040,2,1,New,2025-05-24,2026-05-24,2424.88,0.0,1.0,2424.88,0.0,1.0
POL-007998,ACCT-03693,Professional Liability,Healthcare Services,IL,AGY-020,1,1,New,2023-07-19,2024-07-19,18215.3,0.0,1.0,18215.3,0.0,1.0
POL-007999,ACCT-03693,Professional Liability,Healthcare Services,IL,AGY-020,1,2,Renewal,2024-07-19,2025-07-19,20513.15,0.1261,1.0,20513.15,0.0,1.0
POL-008000,ACCT-03693,Professional Liability,Healthcare Services,IL,AGY-020,1,3,Renewal,2025-07-19,2026-07-19,21923.15,0.0687,0.9479,20781.94,1141.21,0.9479
POL-008001,ACCT-03694,BOP,Restaurants & Food Service,TX,AGY-043,2,1,New,2024-07-06,2025-07-06,2394.04,0.0,1.0,2394.04,0.0,1.0
POL-008002,ACCT-03695,General Liability,Healthcare Services,GA,AGY-042,3,1,New,2024-07-20,2025-07-20,23264.14,0.0,1.0,23264.14,0.0,1.0
POL-008003,ACCT-03695,General Liability,Healthcare Services,GA,AGY-042,3,2,Renewal,2025-07-20,2026-07-20,25525.12,0.0972,0.9452,24126.48,1398.64,0.9452
POL-008004,ACCT-03696,Professional Liability,Healthcare Services,FL,AGY-018,3,1,New,2024-05-19,2025-05-19,12522.04,0.0,1.0,12522.04,0.0,1.0
POL-008005,ACCT-03697,Professional Liability,Professional Services,CA,AGY-035,3,1,New,2025-09-19,2026-09-19,9616.2,0.0,0.7781,7482.19,2134.01,0.7781
POL-008006,ACCT-03698,BOP,Retail,AZ,AGY-013,2,1,New,2024-12-24,2025-12-24,3314.35,0.0,1.0,3314.35,0.0,1.0
POL-008007,ACCT-03698,BOP,Retail,AZ,AGY-013,2,2,Renewal,2025-12-24,2026-12-24,3503.78,0.0572,0.5151,1804.69,1699.09,0.5151
POL-008008,ACCT-03699,Professional Liability,Technology,AZ,AGY-060,2,1,New,2024-07-19,2025-07-19,38297.02,0.0,1.0,38297.02,0.0,1.0
POL-008009,ACCT-03699,Professional Liability,Technology,AZ,AGY-060,2,2,Renewal,2025-07-19,2026-07-19,40553.89,0.0589,0.9479,38442.87,2111.02,0.9479
POL-008010,ACCT-03700,General Liability,Technology,CA,AGY-005,3,1,New,2023-01-10,2024-01-10,7488.76,0.0,1.0,7488.76,0.0,1.0
POL-008011,ACCT-03701,Professional Liability,Professional Services,AZ,AGY-001,2,1,New,2024-11-30,2025-11-30,4052.62,0.0,1.0,4052.62,0.0,1.0
POL-008012,ACCT-03701,Professional Liability,Professional Services,AZ,AGY-001,2,2,Renewal,2025-11-30,2026-11-30,4089.22,0.009,0.5808,2375.11,1714.11,0.5808
POL-008013,ACCT-03702,Professional Liability,Technology,TX,AGY-040,3,1,New,2024-05-24,2025-05-24,2496.39,0.0,1.0,2496.39,0.0,1.0
POL-008014,ACCT-03702,Professional Liability,Technology,TX,AGY-040,3,2,Renewal,2025-05-24,2026-05-24,2648.19,0.0608,1.0,2648.19,0.0,1.0
POL-008015,ACCT-03702,Professional Liability,Technology,TX,AGY-040,3,3,Renewal,2026-05-24,2027-05-24,2800.8,0.0576,0.1014,283.92,2516.88,0.1014
POL-008016,ACCT-03703,Professional Liability,Technology,WA,AGY-008,2,1,New,2025-05-07,2026-05-07,9158.22,0.0,1.0,9158.22,0.0,1.0
POL-008017,ACCT-03703,Professional Liability,Technology,WA,AGY-008,2,2,Renewal,2026-05-07,2027-05-07,9628.22,0.0513,0.1479,1424.45,8203.77,0.1479
POL-008018,ACCT-03704,BOP,Real Estate,IL,AGY-049,2,1,New,2023-11-08,2024-11-08,3950.41,0.0,1.0,3950.41,0.0,1.0
POL-008019,ACCT-03704,BOP,Real Estate,IL,AGY-049,2,2,Renewal,2024-11-08,2025-11-08,4100.04,0.0379,1.0,4100.04,0.0,1.0
POL-008020,ACCT-03704,BOP,Real Estate,IL,AGY-049,2,3,Renewal,2025-11-08,2026-11-08,4624.04,0.1278,0.6411,2964.45,1659.59,0.6411
POL-008021,ACCT-03705,BOP,Professional Services,IL,AGY-055,4,1,New,2023-04-16,2024-04-16,1391.22,0.0,1.0,1391.22,0.0,1.0
POL-008022,ACCT-03705,BOP,Professional Services,IL,AGY-055,4,2,Renewal,2024-04-16,2025-04-16,1410.47,0.0138,1.0,1410.47,0.0,1.0
POL-008023,ACCT-03706,General Liability,Healthcare Services,TX,AGY-037,3,1,New,2023-03-02,2024-03-02,43363.85,0.0,1.0,43363.85,0.0,1.0
POL-008024,ACCT-03706,General Liability,Healthcare Services,TX,AGY-037,3,2,Renewal,2024-03-02,2025-03-02,44207.68,0.0195,1.0,44207.68,0.0,1.0
POL-008025,ACCT-03706,General Liability,Healthcare Services,TX,AGY-037,3,3,Renewal,2025-03-02,2026-03-02,40429.35,-0.0855,1.0,40429.35,0.0,1.0
POL-008026,ACCT-03706,General Liability,Healthcare Services,TX,AGY-037,3,4,Renewal,2026-03-02,2027-03-02,42328.25,0.047,0.3288,13916.14,28412.11,0.3288
POL-008027,ACCT-03707,BOP,Professional Services,IL,AGY-037,2,1,New,2024-02-17,2025-02-17,9241.33,0.0,1.0,9241.33,0.0,1.0
POL-008028,ACCT-03708,Professional Liability,Professional Services,TX,AGY-018,3,1,New,2024-06-02,2025-06-02,8830.56,0.0,1.0,8830.56,0.0,1.0
POL-008029,ACCT-03709,BOP,Restaurants & Food Service,FL,AGY-011,4,1,New,2023-01-23,2024-01-23,2503.98,0.0,1.0,2503.98,0.0,1.0
POL-008030,ACCT-03709,BOP,Restaurants & Food Service,FL,AGY-011,4,2,Renewal,2024-01-23,2025-01-23,2596.99,0.0371,1.0,2596.99,0.0,1.0
POL-008031,ACCT-03710,General Liability,Retail,CA,AGY-044,3,1,New,2024-08-14,2025-08-14,2991.68,0.0,1.0,2991.68,0.0,1.0
POL-008032,ACCT-03710,General Liability,Retail,CA,AGY-044,3,2,Renewal,2025-08-14,2026-08-14,3051.94,0.0201,0.8767,2675.67,376.27,0.8767
POL-008033,ACCT-03711,General Liability,Professional Services,TX,AGY-009,1,1,New,2025-02-06,2026-02-06,6531.59,0.0,1.0,6531.59,0.0,1.0
POL-008034,ACCT-03712,Professional Liability,Healthcare Services,IL,AGY-060,3,1,New,2024-12-17,2025-12-17,4959.93,0.0,1.0,4959.93,0.0,1.0
POL-008035,ACCT-03712,Professional Liability,Healthcare Services,IL,AGY-060,3,2,Renewal,2025-12-17,2026-12-17,4762.69,-0.0398,0.5342,2544.45,2218.24,0.5342
POL-008036,ACCT-03713,General Liability,Restaurants & Food Service,CA,AGY-001,1,1,New,2024-05-11,2025-05-11,2555.07,0.0,1.0,2555.07,0.0,1.0
POL-008037,ACCT-03713,General Liability,Restaurants & Food Service,CA,AGY-001,1,2,Renewal,2025-05-11,2026-05-11,2699.49,0.0565,1.0,2699.49,0.0,1.0
POL-008038,ACCT-03713,General Liability,Restaurants & Food Service,CA,AGY-001,1,3,Renewal,2026-05-11,2027-05-11,2869.94,0.0631,0.137,393.14,2476.8,0.137
POL-008039,ACCT-03714,General Liability,Contractors,TX,AGY-003,2,1,New,2023-09-14,2024-09-14,53396.84,0.0,1.0,53396.84,0.0,1.0
POL-008040,ACCT-03714,General Liability,Contractors,TX,AGY-003,2,2,Renewal,2024-09-14,2025-09-14,57817.64,0.0828,1.0,57817.64,0.0,1.0
POL-008041,ACCT-03714,General Liability,Contractors,TX,AGY-003,2,3,Renewal,2025-09-14,2026-09-14,62600.96,0.0827,0.7918,49566.24,13034.72,0.7918
POL-008042,ACCT-03715,BOP,Contractors,AZ,AGY-027,2,1,New,2024-03-22,2025-03-22,4340.95,0.0,1.0,4340.95,0.0,1.0
POL-008043,ACCT-03715,BOP,Contractors,AZ,AGY-027,2,2,Renewal,2025-03-22,2026-03-22,5185.94,0.1947,1.0,5185.94,0.0,1.0
POL-008044,ACCT-03716,BOP,Retail,CA,AGY-008,2,1,New,2025-05-10,2026-05-10,6096.31,0.0,1.0,6096.31,0.0,1.0
POL-008045,ACCT-03716,BOP,Retail,CA,AGY-008,2,2,Renewal,2026-05-10,2027-05-10,6557.98,0.0757,0.1397,916.32,5641.66,0.1397
POL-008046,ACCT-03717,BOP,Retail,NY,AGY-033,4,1,New,2024-08-26,2025-08-26,2948.58,0.0,1.0,2948.58,0.0,1.0
POL-008047,ACCT-03717,BOP,Retail,NY,AGY-033,4,2,Renewal,2025-08-26,2026-08-26,3011.59,0.0214,0.8438,2541.29,470.3,0.8438
POL-008048,ACCT-03718,General Liability,Contractors,IL,AGY-020,2,1,New,2024-11-26,2025-11-26,19592.12,0.0,1.0,19592.12,0.0,1.0
POL-008049,ACCT-03718,General Liability,Contractors,IL,AGY-020,2,2,Renewal,2025-11-26,2026-11-26,20148.5,0.0284,0.5918,11923.5,8225.0,0.5918
POL-008050,ACCT-03719,General Liability,Restaurants & Food Service,TX,AGY-011,4,1,New,2023-04-29,2024-04-29,5249.21,0.0,1.0,5249.21,0.0,1.0
POL-008051,ACCT-03720,Professional Liability,Professional Services,AZ,AGY-007,4,1,New,2024-06-10,2025-06-10,4006.51,0.0,1.0,4006.51,0.0,1.0
POL-008052,ACCT-03720,Professional Liability,Professional Services,AZ,AGY-007,4,2,Renewal,2025-06-10,2026-06-10,3944.35,-0.0155,1.0,3944.35,0.0,1.0
POL-008053,ACCT-03721,Professional Liability,Healthcare Services,NY,AGY-030,1,1,New,2024-08-22,2025-08-22,8237.14,0.0,1.0,8237.14,0.0,1.0
POL-008054,ACCT-03721,Professional Liability,Healthcare Services,NY,AGY-030,1,2,Renewal,2025-08-22,2026-08-22,9154.69,0.1114,0.8548,7825.38,1329.31,0.8548
POL-008055,ACCT-03722,BOP,Real Estate,WA,AGY-003,1,1,New,2023-09-23,2024-09-23,4173.41,0.0,1.0,4173.41,0.0,1.0
POL-008056,ACCT-03722,BOP,Real Estate,WA,AGY-003,1,2,Renewal,2024-09-23,2025-09-23,4378.08,0.049,1.0,4378.08,0.0,1.0
POL-008057,ACCT-03722,BOP,Real Estate,WA,AGY-003,1,3,Renewal,2025-09-23,2026-09-23,3987.24,-0.0893,0.7671,3058.7,928.54,0.7671
POL-008058,ACCT-03723,General Liability,Contractors,CA,AGY-030,4,1,New,2024-06-19,2025-06-19,18091.59,0.0,1.0,18091.59,0.0,1.0
POL-008059,ACCT-03723,General Liability,Contractors,CA,AGY-030,4,2,Renewal,2025-06-19,2026-06-19,19743.14,0.0913,1.0,19743.14,0.0,1.0
POL-008060,ACCT-03723,General Liability,Contractors,CA,AGY-030,4,3,Renewal,2026-06-19,2027-06-19,21332.16,0.0805,0.0301,642.89,20689.27,0.0301
POL-008061,ACCT-03724,BOP,Real Estate,CA,AGY-032,1,1,New,2025-07-31,2026-07-31,8789.27,0.0,0.9151,8042.78,746.49,0.9151
POL-008062,ACCT-03725,BOP,Contractors,TX,AGY-057,4,1,New,2023-04-22,2024-04-22,8904.56,0.0,1.0,8904.56,0.0,1.0
POL-008063,ACCT-03725,BOP,Contractors,TX,AGY-057,4,2,Renewal,2024-04-22,2025-04-22,8800.76,-0.0117,1.0,8800.76,0.0,1.0
POL-008064,ACCT-03725,BOP,Contractors,TX,AGY-057,4,3,Renewal,2025-04-22,2026-04-22,9577.66,0.0883,1.0,9577.66,0.0,1.0
POL-008065,ACCT-03726,General Liability,Restaurants & Food Service,FL,AGY-026,4,1,New,2024-06-21,2025-06-21,4467.61,0.0,1.0,4467.61,0.0,1.0
POL-008066,ACCT-03727,Professional Liability,Professional Services,IL,AGY-043,2,1,New,2023-05-02,2024-05-02,8727.68,0.0,1.0,8727.68,0.0,1.0
POL-008067,ACCT-03727,Professional Liability,Professional Services,IL,AGY-043,2,2,Renewal,2024-05-02,2025-05-02,9298.51,0.0654,1.0,9298.51,0.0,1.0
POL-008068,ACCT-03727,Professional Liability,Professional Services,IL,AGY-043,2,3,Renewal,2025-05-02,2026-05-02,10644.94,0.1448,1.0,10644.94,0.0,1.0
POL-008069,ACCT-03728,BOP,Retail,FL,AGY-037,3,1,New,2024-10-14,2025-10-14,7303.16,0.0,1.0,7303.16,0.0,1.0
POL-008070,ACCT-03728,BOP,Retail,FL,AGY-037,3,2,Renewal,2025-10-14,2026-10-14,8187.18,0.121,0.7096,5809.53,2377.65,0.7096
POL-008071,ACCT-03729,General Liability,Light Manufacturing,TX,AGY-002,2,1,New,2023-03-31,2024-03-31,24817.77,0.0,1.0,24817.77,0.0,1.0
POL-008072,ACCT-03729,General Liability,Light Manufacturing,TX,AGY-002,2,2,Renewal,2024-03-31,2025-03-31,25913.13,0.0441,1.0,25913.13,0.0,1.0
POL-008073,ACCT-03729,General Liability,Light Manufacturing,TX,AGY-002,2,3,Renewal,2025-03-31,2026-03-31,26981.1,0.0412,1.0,26981.1,0.0,1.0
POL-008074,ACCT-03729,General Liability,Light Manufacturing,TX,AGY-002,2,4,Renewal,2026-03-31,2027-03-31,26743.47,-0.0088,0.2493,6667.55,20075.92,0.2493
POL-008075,ACCT-03730,General Liability,Restaurants & Food Service,IL,AGY-008,3,1,New,2025-11-12,2026-11-12,12221.98,0.0,0.6301,7701.52,4520.46,0.6301
POL-008076,ACCT-03731,General Liability,Contractors,FL,AGY-051,2,1,New,2025-06-23,2026-06-23,53108.22,0.0,1.0,53108.22,0.0,1.0
POL-008077,ACCT-03731,General Liability,Contractors,FL,AGY-051,2,2,Renewal,2026-06-23,2027-06-23,59494.17,0.1202,0.0192,1140.98,58353.19,0.0192
POL-008078,ACCT-03732,BOP,Retail,IL,AGY-036,2,1,New,2024-03-16,2025-03-16,4615.96,0.0,1.0,4615.96,0.0,1.0
POL-008079,ACCT-03732,BOP,Retail,IL,AGY-036,2,2,Renewal,2025-03-16,2026-03-16,5321.59,0.1529,1.0,5321.59,0.0,1.0
POL-008080,ACCT-03732,BOP,Retail,IL,AGY-036,2,3,Renewal,2026-03-16,2027-03-16,6218.61,0.1686,0.2904,1805.95,4412.66,0.2904
POL-008081,ACCT-03733,Professional Liability,Healthcare Services,OH,AGY-037,3,1,New,2023-06-19,2024-06-19,16587.51,0.0,1.0,16587.51,0.0,1.0
POL-008082,ACCT-03733,Professional Liability,Healthcare Services,OH,AGY-037,3,2,Renewal,2024-06-19,2025-06-19,18083.81,0.0902,1.0,18083.81,0.0,1.0
POL-008083,ACCT-03733,Professional Liability,Healthcare Services,OH,AGY-037,3,3,Renewal,2025-06-19,2026-06-19,19218.92,0.0628,1.0,19218.92,0.0,1.0
POL-008084,ACCT-03733,Professional Liability,Healthcare Services,OH,AGY-037,3,4,Renewal,2026-06-19,2027-06-19,19764.54,0.0284,0.0301,595.64,19168.9,0.0301
POL-008085,ACCT-03734,Professional Liability,Professional Services,NY,AGY-022,2,1,New,2025-08-30,2026-08-30,6737.55,0.0,0.8329,5611.55,1126.0,0.8329
POL-008086,ACCT-03735,General Liability,Real Estate,GA,AGY-018,4,1,New,2024-09-23,2025-09-23,21913.88,0.0,1.0,21913.88,0.0,1.0
POL-008087,ACCT-03735,General Liability,Real Estate,GA,AGY-018,4,2,Renewal,2025-09-23,2026-09-23,22431.7,0.0236,0.7671,17207.88,5223.82,0.7671
POL-008088,ACCT-03736,BOP,Contractors,OH,AGY-008,4,1,New,2023-04-21,2024-04-21,4810.69,0.0,1.0,4810.69,0.0,1.0
POL-008089,ACCT-03736,BOP,Contractors,OH,AGY-008,4,2,Renewal,2024-04-21,2025-04-21,4614.85,-0.0407,1.0,4614.85,0.0,1.0
POL-008090,ACCT-03736,BOP,Contractors,OH,AGY-008,4,3,Renewal,2025-04-21,2026-04-21,4807.87,0.0418,1.0,4807.87,0.0,1.0
POL-008091,ACCT-03736,BOP,Contractors,OH,AGY-008,4,4,Renewal,2026-04-21,2027-04-21,5670.13,0.1793,0.1918,1087.42,4582.71,0.1918
POL-008092,ACCT-03737,Professional Liability,Professional Services,OH,AGY-043,2,1,New,2023-07-28,2024-07-28,18686.4,0.0,1.0,18686.4,0.0,1.0
POL-008093,ACCT-03737,Professional Liability,Professional Services,OH,AGY-043,2,2,Renewal,2024-07-28,2025-07-28,22029.21,0.1789,1.0,22029.21,0.0,1.0
POL-008094,ACCT-03737,Professional Liability,Professional Services,OH,AGY-043,2,3,Renewal,2025-07-28,2026-07-28,23937.27,0.0866,0.9233,22100.99,1836.28,0.9233
POL-008095,ACCT-03738,BOP,Professional Services,NC,AGY-011,3,1,New,2024-04-07,2025-04-07,2392.18,0.0,1.0,2392.18,0.0,1.0
POL-008096,ACCT-03738,BOP,Professional Services,NC,AGY-011,3,2,Renewal,2025-04-07,2026-04-07,2320.18,-0.0301,1.0,2320.18,0.0,1.0
POL-008097,ACCT-03738,BOP,Professional Services,NC,AGY-011,3,3,Renewal,2026-04-07,2027-04-07,2453.52,0.0575,0.2301,564.65,1888.87,0.2301
POL-008098,ACCT-03739,BOP,Real Estate,NY,AGY-034,1,1,New,2023-12-10,2024-12-10,5581.75,0.0,1.0,5581.75,0.0,1.0
POL-008099,ACCT-03739,BOP,Real Estate,NY,AGY-034,1,2,Renewal,2024-12-10,2025-12-10,5723.47,0.0254,1.0,5723.47,0.0,1.0
POL-008100,ACCT-03740,BOP,Real Estate,GA,AGY-017,3,1,New,2023-03-27,2024-03-27,3636.32,0.0,1.0,3636.32,0.0,1.0
POL-008101,ACCT-03740,BOP,Real Estate,GA,AGY-017,3,2,Renewal,2024-03-27,2025-03-27,3822.93,0.0513,1.0,3822.93,0.0,1.0
POL-008102,ACCT-03740,BOP,Real Estate,GA,AGY-017,3,3,Renewal,2025-03-27,2026-03-27,3992.26,0.0443,1.0,3992.26,0.0,1.0
POL-008103,ACCT-03740,BOP,Real Estate,GA,AGY-017,3,4,Renewal,2026-03-27,2027-03-27,3736.99,-0.0639,0.2603,972.64,2764.35,0.2603
POL-008104,ACCT-03741,Professional Liability,Technology,NY,AGY-043,1,1,New,2023-04-12,2024-04-12,25253.28,0.0,1.0,25253.28,0.0,1.0
POL-008105,ACCT-03741,Professional Liability,Technology,NY,AGY-043,1,2,Renewal,2024-04-12,2025-04-12,26292.92,0.0412,1.0,26292.92,0.0,1.0
POL-008106,ACCT-03742,General Liability,Contractors,NC,AGY-004,3,1,New,2025-05-08,2026-05-08,38258.73,0.0,1.0,38258.73,0.0,1.0
POL-008107,ACCT-03742,General Liability,Contractors,NC,AGY-004,3,2,Renewal,2026-05-08,2027-05-08,39736.85,0.0386,0.1452,5770.01,33966.84,0.1452
POL-008108,ACCT-03743,General Liability,Contractors,CA,AGY-012,3,1,New,2024-07-22,2025-07-22,78085.47,0.0,1.0,78085.47,0.0,1.0
POL-008109,ACCT-03743,General Liability,Contractors,CA,AGY-012,3,2,Renewal,2025-07-22,2026-07-22,88515.95,0.1336,0.9397,83180.74,5335.21,0.9397
POL-008110,ACCT-03744,General Liability,Real Estate,NC,AGY-020,2,1,New,2025-04-22,2026-04-22,12483.17,0.0,1.0,12483.17,0.0,1.0
POL-008111,ACCT-03744,General Liability,Real Estate,NC,AGY-020,2,2,Renewal,2026-04-22,2027-04-22,12637.87,0.0124,0.189,2389.08,10248.79,0.189
POL-008112,ACCT-03745,BOP,Real Estate,GA,AGY-042,1,1,New,2024-07-27,2025-07-27,3269.63,0.0,1.0,3269.63,0.0,1.0
POL-008113,ACCT-03745,BOP,Real Estate,GA,AGY-042,1,2,Renewal,2025-07-27,2026-07-27,3484.09,0.0656,0.926,3226.36,257.73,0.926
POL-008114,ACCT-03746,BOP,Contractors,NY,AGY-003,3,1,New,2024-11-11,2025-11-11,13971.77,0.0,1.0,13971.77,0.0,1.0
POL-008115,ACCT-03746,BOP,Contractors,NY,AGY-003,3,2,Renewal,2025-11-11,2026-11-11,14836.84,0.0619,0.6329,9389.89,5446.95,0.6329
POL-008116,ACCT-03747,BOP,Light Manufacturing,NY,AGY-044,2,1,New,2024-03-14,2025-03-14,3894.05,0.0,1.0,3894.05,0.0,1.0
POL-008117,ACCT-03747,BOP,Light Manufacturing,NY,AGY-044,2,2,Renewal,2025-03-14,2026-03-14,3739.42,-0.0397,1.0,3739.42,0.0,1.0
POL-008118,ACCT-03747,BOP,Light Manufacturing,NY,AGY-044,2,3,Renewal,2026-03-14,2027-03-14,4055.32,0.0845,0.2959,1199.93,2855.39,0.2959
POL-008119,ACCT-03748,Professional Liability,Technology,NC,AGY-059,3,1,New,2024-03-23,2025-03-23,14444.14,0.0,1.0,14444.14,0.0,1.0
POL-008120,ACCT-03748,Professional Liability,Technology,NC,AGY-059,3,2,Renewal,2025-03-23,2026-03-23,14336.05,-0.0075,1.0,14336.05,0.0,1.0
POL-008121,ACCT-03748,Professional Liability,Technology,NC,AGY-059,3,3,Renewal,2026-03-23,2027-03-23,15482.48,0.08,0.2712,4199.36,11283.12,0.2712
POL-008122,ACCT-03749,General Liability,Contractors,FL,AGY-036,2,1,New,2025-01-09,2026-01-09,59022.8,0.0,1.0,59022.8,0.0,1.0
POL-008123,ACCT-03749,General Liability,Contractors,FL,AGY-036,2,2,Renewal,2026-01-09,2027-01-09,62470.69,0.0584,0.4712,29438.24,33032.45,0.4712
POL-008124,ACCT-03750,BOP,Contractors,TX,AGY-042,4,1,New,2025-08-25,2026-08-25,12455.56,0.0,0.8466,10544.57,1910.99,0.8466
POL-008125,ACCT-03751,Professional Liability,Professional Services,NY,AGY-016,2,1,New,2024-11-18,2025-11-18,2702.31,0.0,1.0,2702.31,0.0,1.0
POL-008126,ACCT-03751,Professional Liability,Professional Services,NY,AGY-016,2,2,Renewal,2025-11-18,2026-11-18,2699.45,-0.0011,0.6137,1656.65,1042.8,0.6137
POL-008127,ACCT-03752,General Liability,Restaurants & Food Service,IL,AGY-008,2,1,New,2023-11-11,2024-11-11,4425.58,0.0,1.0,4425.58,0.0,1.0
POL-008128,ACCT-03752,General Liability,Restaurants & Food Service,IL,AGY-008,2,2,Renewal,2024-11-11,2025-11-11,4463.49,0.0086,1.0,4463.49,0.0,1.0
POL-008129,ACCT-03752,General Liability,Restaurants & Food Service,IL,AGY-008,2,3,Renewal,2025-11-11,2026-11-11,4458.32,-0.0012,0.6329,2821.57,1636.75,0.6329
POL-008130,ACCT-03753,BOP,Restaurants & Food Service,WA,AGY-038,4,1,New,2023-07-27,2024-07-27,6137.97,0.0,1.0,6137.97,0.0,1.0
POL-008131,ACCT-03753,BOP,Restaurants & Food Service,WA,AGY-038,4,2,Renewal,2024-07-27,2025-07-27,6419.16,0.0458,1.0,6419.16,0.0,1.0
POL-008132,ACCT-03753,BOP,Restaurants & Food Service,WA,AGY-038,4,3,Renewal,2025-07-27,2026-07-27,6194.5,-0.035,0.926,5736.28,458.22,0.926
POL-008133,ACCT-03754,Professional Liability,Professional Services,WA,AGY-023,3,1,New,2025-08-10,2026-08-10,7839.61,0.0,0.8877,6959.0,880.61,0.8877
POL-008134,ACCT-03755,General Liability,Contractors,AZ,AGY-060,2,1,New,2023-05-08,2024-05-08,18228.6,0.0,1.0,18228.6,0.0,1.0
POL-008135,ACCT-03755,General Liability,Contractors,AZ,AGY-060,2,2,Renewal,2024-05-08,2025-05-08,19314.63,0.0596,1.0,19314.63,0.0,1.0
POL-008136,ACCT-03755,General Liability,Contractors,AZ,AGY-060,2,3,Renewal,2025-05-08,2026-05-08,18322.89,-0.0513,1.0,18322.89,0.0,1.0
POL-008137,ACCT-03755,General Liability,Contractors,AZ,AGY-060,2,4,Renewal,2026-05-08,2027-05-08,19509.61,0.0648,0.1452,2832.9,16676.71,0.1452
POL-008138,ACCT-03756,General Liability,Retail,WA,AGY-046,1,1,New,2023-09-28,2024-09-28,12616.19,0.0,1.0,12616.19,0.0,1.0
POL-008139,ACCT-03757,General Liability,Contractors,CA,AGY-035,2,1,New,2024-10-05,2025-10-05,20605.69,0.0,1.0,20605.69,0.0,1.0
POL-008140,ACCT-03757,General Liability,Contractors,CA,AGY-035,2,2,Renewal,2025-10-05,2026-10-05,22981.61,0.1153,0.7342,16874.17,6107.44,0.7342
POL-008141,ACCT-03758,BOP,Light Manufacturing,NY,AGY-018,2,1,New,2025-12-13,2026-12-13,6047.54,0.0,0.5452,3297.15,2750.39,0.5452
POL-008142,ACCT-03759,BOP,Real Estate,TX,AGY-051,2,1,New,2025-02-22,2026-02-22,1942.01,0.0,1.0,1942.01,0.0,1.0
POL-008143,ACCT-03759,BOP,Real Estate,TX,AGY-051,2,2,Renewal,2026-02-22,2027-02-22,2077.76,0.0699,0.3507,728.64,1349.12,0.3507
POL-008144,ACCT-03760,BOP,Restaurants & Food Service,NY,AGY-023,4,1,New,2023-10-17,2024-10-17,3682.12,0.0,1.0,3682.12,0.0,1.0
POL-008145,ACCT-03760,BOP,Restaurants & Food Service,NY,AGY-023,4,2,Renewal,2024-10-17,2025-10-17,3917.44,0.0639,1.0,3917.44,0.0,1.0
POL-008146,ACCT-03760,BOP,Restaurants & Food Service,NY,AGY-023,4,3,Renewal,2025-10-17,2026-10-17,4132.55,0.0549,0.7014,2898.45,1234.1,0.7014
POL-008147,ACCT-03761,BOP,Retail,FL,AGY-050,3,1,New,2024-02-27,2025-02-27,8771.55,0.0,1.0,8771.55,0.0,1.0
POL-008148,ACCT-03761,BOP,Retail,FL,AGY-050,3,2,Renewal,2025-02-27,2026-02-27,8854.67,0.0095,1.0,8854.67,0.0,1.0
POL-008149,ACCT-03761,BOP,Retail,FL,AGY-050,3,3,Renewal,2026-02-27,2027-02-27,9331.5,0.0539,0.337,3144.59,6186.91,0.337
POL-008150,ACCT-03762,BOP,Retail,GA,AGY-047,2,1,New,2024-08-23,2025-08-23,5460.71,0.0,1.0,5460.71,0.0,1.0
POL-008151,ACCT-03763,BOP,Restaurants & Food Service,IL,AGY-010,4,1,New,2024-03-27,2025-03-27,6214.74,0.0,1.0,6214.74,0.0,1.0
POL-008152,ACCT-03764,Professional Liability,Professional Services,FL,AGY-037,1,1,New,2023-12-12,2024-12-12,6384.77,0.0,1.0,6384.77,0.0,1.0
POL-008153,ACCT-03764,Professional Liability,Professional Services,FL,AGY-037,1,2,Renewal,2024-12-12,2025-12-12,6592.43,0.0325,1.0,6592.43,0.0,1.0
POL-008154,ACCT-03764,Professional Liability,Professional Services,FL,AGY-037,1,3,Renewal,2025-12-12,2026-12-12,7131.07,0.0817,0.5479,3907.44,3223.63,0.5479
POL-008155,ACCT-03765,BOP,Real Estate,CA,AGY-036,1,1,New,2023-03-21,2024-03-21,3310.48,0.0,1.0,3310.48,0.0,1.0
POL-008156,ACCT-03765,BOP,Real Estate,CA,AGY-036,1,2,Renewal,2024-03-21,2025-03-21,3525.27,0.0649,1.0,3525.27,0.0,1.0
